topic_family,date_utc,rows_total,body_removed_count,body_deleted_count,author_deleted_count,automod_author_count,stickied_count,bot_name_heuristic_count,authors_distinct_count,authors_body_removed_count,authors_body_deleted_count,authors_author_deleted_count,authors_automod_count,authors_bot_name_heuristic_count,date,days_from_event,body_removed_rate_pct,body_deleted_rate_pct,author_deleted_rate_pct,automod_author_rate_pct,stickied_rate_pct,bot_name_heuristic_rate_pct,body_removed_rate_by_authors_pct,body_deleted_rate_by_authors_pct,author_deleted_rate_by_authors_pct,automod_author_rate_by_authors_pct,bot_name_heuristic_rate_by_authors_pct
economics_news,2022-11-17,9613,652,465,1148,62,126,51,3997,1,1,1,1,25,2022-11-17,-13,6.782482055549776,4.837199625507125,11.942161656090711,0.6449599500676167,1.3107250598148341,0.5305315718298138,0.02501876407305479,0.02501876407305479,0.02501876407305479,0.02501876407305479,0.6254691018263697
economics_news,2022-11-18,8449,759,422,1222,44,32,71,3489,1,1,1,1,17,2022-11-18,-12,8.98331163451296,4.994673925908391,14.463250088767902,0.5207716889572731,0.3787430465143804,0.8403361344537815,0.028661507595299514,0.028661507595299514,0.028661507595299514,0.028661507595299514,0.48724562912009173
economics_news,2022-11-19,5096,412,207,640,53,70,30,2362,1,1,1,1,15,2022-11-19,-11,8.084772370486656,4.062009419152276,12.558869701726843,1.0400313971742543,1.3736263736263736,0.5886970172684459,0.04233700254022015,0.04233700254022015,0.04233700254022015,0.04233700254022015,0.6350550381033023
economics_news,2022-11-20,5867,580,291,894,41,40,54,2632,1,1,1,1,16,2022-11-20,-10,9.885801943071417,4.9599454576444515,15.237770581216974,0.6988239304584967,0.6817794443497529,0.9204022498721663,0.037993920972644375,0.037993920972644375,0.037993920972644375,0.037993920972644375,0.60790273556231
economics_news,2022-11-21,7473,515,327,883,46,46,67,3043,1,1,1,1,18,2022-11-21,-9,6.89147598019537,4.375752709755119,11.815870467014586,0.615549310852402,0.615549310852402,0.8965609527632812,0.03286230693394677,0.03286230693394677,0.03286230693394677,0.03286230693394677,0.5915215248110417
economics_news,2022-11-22,6501,393,283,719,49,37,46,3019,1,1,1,1,18,2022-11-22,-8,6.045223811721274,4.353176434394709,11.059836948161822,0.7537301953545609,0.5691432087371173,0.7075834487002,0.033123550844650546,0.033123550844650546,0.033123550844650546,0.033123550844650546,0.5962239152037099
economics_news,2022-11-23,7462,473,352,859,30,58,82,2853,1,1,1,1,11,2022-11-23,-7,6.338783168051461,4.7172339855266685,11.511659072634682,0.40203698740284105,0.777271508978826,1.098901098901099,0.03505082369435682,0.03505082369435682,0.03505082369435682,0.03505082369435682,0.385559060637925
economics_news,2022-11-24,4140,259,153,424,37,33,45,2122,1,1,1,1,13,2022-11-24,-6,6.256038647342995,3.6956521739130435,10.241545893719808,0.8937198067632851,0.7971014492753623,1.0869565217391304,0.0471253534401508,0.0471253534401508,0.0471253534401508,0.0471253534401508,0.6126295947219604
economics_news,2022-11-25,4572,346,239,592,41,31,26,2096,1,1,1,1,11,2022-11-25,-5,7.5678040244969385,5.227471566054243,12.948381452318461,0.8967629046369203,0.6780402449693788,0.5686789151356081,0.047709923664122134,0.047709923664122134,0.047709923664122134,0.047709923664122134,0.5248091603053435
economics_news,2022-11-26,4056,226,173,406,37,23,35,2032,1,1,1,1,11,2022-11-26,-4,5.571992110453649,4.265285996055227,10.009861932938856,0.9122287968441815,0.5670611439842209,0.8629191321499015,0.049212598425196846,0.049212598425196846,0.049212598425196846,0.049212598425196846,0.5413385826771654
economics_news,2022-11-27,4532,368,190,617,32,32,40,2060,1,2,1,1,11,2022-11-27,-3,8.120035304501325,4.192409532215358,13.614298323036186,0.706090026478376,0.706090026478376,0.8826125330979699,0.04854368932038835,0.0970873786407767,0.04854368932038835,0.04854368932038835,0.5339805825242718
economics_news,2022-11-28,4751,312,225,548,47,83,71,2194,1,1,1,1,15,2022-11-28,-2,6.567038518206693,4.735845085245211,11.534413807619448,0.9892654178067775,1.7470006314460114,1.4944222268996001,0.04557885141294439,0.04557885141294439,0.04557885141294439,0.04557885141294439,0.683682771194166
economics_news,2022-11-29,6862,529,391,952,62,41,49,2850,1,2,1,1,14,2022-11-29,-1,7.709122704750801,5.69804721655494,13.873506266394637,0.9035266686097347,0.5974934421451472,0.714077528417371,0.03508771929824561,0.07017543859649122,0.03508771929824561,0.03508771929824561,0.4912280701754386
