file,rows_total,rows_kept,rows_removed,missing_id_rows,invalid_json_rows
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-13.ndjson,943,943,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-14.ndjson,668,668,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-15.ndjson,892,892,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-16.ndjson,931,931,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-17.ndjson,977,977,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-18.ndjson,673,673,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-19.ndjson,550,550,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-20.ndjson,703,703,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-21.ndjson,756,756,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-22.ndjson,830,830,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-23.ndjson,759,759,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-24.ndjson,910,910,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-25.ndjson,601,601,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-26.ndjson,695,695,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-27.ndjson,807,807,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-28.ndjson,722,722,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-29.ndjson,806,806,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-30.ndjson,858,858,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-03-31.ndjson,1063,1063,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-01.ndjson,712,712,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-02.ndjson,807,807,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-03.ndjson,1130,1130,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-04.ndjson,1012,1012,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-05.ndjson,1077,1077,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-06.ndjson,930,930,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-07.ndjson,909,909,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-08.ndjson,802,802,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-09.ndjson,950,950,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-10.ndjson,1074,1074,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-11.ndjson,751,751,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-12.ndjson,971,971,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-13.ndjson,1245,1245,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-14.ndjson,1124,1124,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-15.ndjson,811,811,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-16.ndjson,694,694,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-17.ndjson,1052,1052,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-18.ndjson,904,904,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-19.ndjson,1272,1272,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-20.ndjson,1622,1622,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-21.ndjson,1341,1341,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-22.ndjson,769,769,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-23.ndjson,666,666,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-24.ndjson,791,791,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-25.ndjson,1126,1126,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-26.ndjson,900,900,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-27.ndjson,892,892,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-28.ndjson,1211,1211,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-29.ndjson,743,743,0,0,0
data/raw/political_forums/daily_chunks/ITCareerQuestions/2023-04-30.ndjson,547,547,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-01.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-02.ndjson,283,283,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-03.ndjson,20,20,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-04.ndjson,15,15,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-05.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-06.ndjson,93,93,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-07.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-08.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-09.ndjson,20,20,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-10.ndjson,46,46,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-11.ndjson,32,32,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-12.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-13.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-14.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-15.ndjson,15,15,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-16.ndjson,35,35,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-17.ndjson,21,21,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-19.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-20.ndjson,1,1,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-21.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-22.ndjson,1,1,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-23.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-25.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-26.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-27.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-29.ndjson,115,115,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-11-30.ndjson,21,21,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-01.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-02.ndjson,31,31,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-03.ndjson,13,13,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-04.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-05.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-06.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-07.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-08.ndjson,37,37,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-09.ndjson,20,20,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-10.ndjson,5,5,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-11.ndjson,21,21,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-12.ndjson,16,16,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-13.ndjson,5,5,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-16.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-18.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-19.ndjson,1,1,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-20.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-21.ndjson,44,44,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-22.ndjson,34,34,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-23.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-24.ndjson,80,80,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-25.ndjson,20,20,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-26.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-27.ndjson,16,16,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-28.ndjson,32,32,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-29.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2022-12-31.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-01.ndjson,5,5,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-03.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-04.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-05.ndjson,1,1,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-06.ndjson,56,56,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-07.ndjson,55,55,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-08.ndjson,13,13,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-09.ndjson,64,64,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-10.ndjson,37,37,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-11.ndjson,16,16,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-12.ndjson,1,1,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-13.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-14.ndjson,37,37,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-15.ndjson,18,18,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-16.ndjson,29,29,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-17.ndjson,22,22,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-18.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-20.ndjson,37,37,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-21.ndjson,65,65,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-22.ndjson,18,18,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-23.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-24.ndjson,24,24,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-25.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-26.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-27.ndjson,18,18,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-28.ndjson,10,10,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-29.ndjson,5,5,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-30.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-01-31.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-01.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-02.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-03.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-05.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-06.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-08.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-09.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-10.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-12.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-13.ndjson,10,10,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-14.ndjson,24,24,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-15.ndjson,34,34,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-16.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-17.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-19.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-20.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-22.ndjson,4,4,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-23.ndjson,5,5,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-24.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-25.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-26.ndjson,5,5,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-27.ndjson,20,20,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-02-28.ndjson,48,48,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-01.ndjson,16,16,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-02.ndjson,34,34,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-03.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-04.ndjson,10,10,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-08.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-09.ndjson,96,96,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-10.ndjson,96,96,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-11.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-12.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-13.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-15.ndjson,73,73,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-16.ndjson,35,35,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-17.ndjson,45,45,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-18.ndjson,8,8,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-19.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-20.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-21.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-22.ndjson,30,30,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-23.ndjson,18,18,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-24.ndjson,15,15,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-25.ndjson,14,14,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-26.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-27.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-28.ndjson,91,91,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-29.ndjson,37,37,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-30.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-03-31.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-01.ndjson,37,37,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-02.ndjson,26,26,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-03.ndjson,2,2,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-04.ndjson,11,11,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-05.ndjson,20,20,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-06.ndjson,19,19,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-07.ndjson,46,46,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-08.ndjson,11,11,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-09.ndjson,10,10,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-10.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-11.ndjson,101,101,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-12.ndjson,52,52,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-13.ndjson,22,22,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-14.ndjson,16,16,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-15.ndjson,10,10,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-16.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-17.ndjson,36,36,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-18.ndjson,74,74,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-19.ndjson,18,18,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-20.ndjson,33,33,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-21.ndjson,58,58,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-22.ndjson,72,72,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-23.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-24.ndjson,3,3,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-25.ndjson,7,7,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-26.ndjson,6,6,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-27.ndjson,9,9,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-28.ndjson,34,34,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-29.ndjson,50,50,0,0,0
data/raw/political_forums/daily_chunks/NeutralPolitics/2023-04-30.ndjson,10,10,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-01.ndjson,797,797,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-02.ndjson,1093,1093,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-03.ndjson,667,667,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-04.ndjson,845,845,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-05.ndjson,1348,1348,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-06.ndjson,1297,1297,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-07.ndjson,1136,1136,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-08.ndjson,2334,2334,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-09.ndjson,999,999,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-10.ndjson,1301,1301,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-11.ndjson,695,695,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-12.ndjson,1109,1109,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-13.ndjson,1351,1351,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-14.ndjson,1109,1109,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-15.ndjson,832,832,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-16.ndjson,1455,1455,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-17.ndjson,1558,1558,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-18.ndjson,964,964,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-19.ndjson,750,750,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-20.ndjson,921,921,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-21.ndjson,1176,1176,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-22.ndjson,1169,1169,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-23.ndjson,910,910,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-24.ndjson,596,596,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-25.ndjson,454,454,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-26.ndjson,687,687,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-27.ndjson,492,492,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-28.ndjson,1134,1134,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-29.ndjson,827,827,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-11-30.ndjson,1369,1369,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-01.ndjson,1306,1306,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-02.ndjson,1103,1103,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-03.ndjson,1294,1294,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-04.ndjson,973,973,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-05.ndjson,1522,1522,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-06.ndjson,732,732,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-07.ndjson,1004,1004,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-08.ndjson,1090,1090,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-09.ndjson,1517,1517,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-10.ndjson,933,933,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-11.ndjson,1062,1062,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-12.ndjson,1719,1719,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-13.ndjson,801,801,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-14.ndjson,2150,2150,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-15.ndjson,4567,4567,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-16.ndjson,2536,2536,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-17.ndjson,1745,1745,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-18.ndjson,3157,3157,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-19.ndjson,1260,1260,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-20.ndjson,2446,2446,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-21.ndjson,4708,4708,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-22.ndjson,5621,5621,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-23.ndjson,4845,4845,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-24.ndjson,5059,5059,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-25.ndjson,4024,4024,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-26.ndjson,2394,2394,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-27.ndjson,2320,2320,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-28.ndjson,2394,2394,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-29.ndjson,3817,3817,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-30.ndjson,4899,4899,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2022-12-31.ndjson,5036,5036,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-01.ndjson,4062,4062,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-02.ndjson,3354,3354,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-03.ndjson,3304,3304,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-04.ndjson,3167,3167,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-05.ndjson,3730,3730,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-06.ndjson,3061,3061,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-07.ndjson,3609,3609,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-08.ndjson,3590,3590,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-09.ndjson,3070,3070,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-10.ndjson,2126,2126,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-11.ndjson,3328,3328,0,0,0
data/raw/political_forums/daily_chunks/OutOfTheLoop/2023-01-12.ndjson,4266,4266,0,0,0
